ISBN,Autor,Titulo,Editora,Ano,Estante,Preco,Idioma,Capa,Peso,Dimensoes,Paginas
ND,Rosemary Carter,O Rival,Abril,1983,Ficção Estrangeira,10,Português,Comum,112,19 x 13 cm,120
ND,John Godey,O Sequestro do Metrô,Círculo do Livro,1975,Ficção Estrangeira,10,Português,Dura,509,20 x 13 cm,424
9788580573152,John Green,O Teorema Katherine,Intrinseca,2013,Ficção Estrangeira,10,Português,Comum,355,21 x 14 cm,304
9788571230255,Michael Korda,Olho por Olho,Bestseller,1982,Ficção Estrangeira,10,Português,Comum,530,21 x 14 cm,456
9780375714252,Sebastian Faulks,On Green Dolphin Street,Vintage,2002,Ficção Estrangeira,10,Inglês,Comum,200,17 x 10 cm,352
ND,Harold Robbins,Os Ambiciosos,Record,1979,Ficção Estrangeira,10,Português,Comum,506,21 x 14 cm,488
9788576651369,Giulio Leoni,Os Crimes do Mosaico: um Caso de Dante Alighieri,Planeta,2006,Ficção Estrangeira,10,Português,Comum,550,23 x 16 cm,382
ND,Agatha Christie,Os Elefantes Não Esquecem,Círculo do Livro,1976,Ficção Estrangeira,10,Português,Dura,251,17 x 12 cm,210
9788539504794,Margaret Peterson Haddix,Os Filhos das Sombras 1 - um Deles,Fundamento,2014,Ficção Estrangeira,10,Português,Comum,237,23 x 16 cm,128
9788501069948,Warren Adler,Os Filhos dos Roses,Record,2005,Ficção Estrangeira,10,Português,Comum,420,21 x 14 cm,318
9788566636093,James Kahn,Os Goonies,Darkside,2012,Ficção Estrangeira,15,Português,Comum,306,21 x 14 cm,240
9788500014734,Flavio Moreira da Costa (org),Os Grandes Contos Populares do Mundo,Ediouro,2005,Ficção Estrangeira,10,Português,Comum,617,21 x 14 cm,432
ND,Victor Hugo; Miercio Tati,Os Miseraveis,Edicoes de Ouro,1970,Ficção Estrangeira,10,Português,Comum,193,16 x 11 cm,272
9788576651826,David A. Shugarts,Os Segredos do Filho da Viúva,Planeta,2006,Ficção Estrangeira,10,Português,Comum,450,23 x 16 cm,250
ND,Irving Wallace,Os Sete Minutos,Riográfica,1986,Ficção Estrangeira,10,Português,Comum,413,19 x 12 cm,634
ND,Harold Robbins,Os Sonhos Morrem Primeiro,Círculo do Livro,1977,Ficção Estrangeira,10,Português,Dura,395,20 x 13 cm,312
9788520940624,Lisa Genova,Para Sempre Alice,Nova Fronteira,2009,Ficção Estrangeira,10,Português,Comum,459,23 x 15 cm,284
ND,Anthony Grey,Pequim,Record,1988,Ficção Estrangeira,10,Português,Comum,596,21 x 14 cm,604
9780141331577,Rick Riordan,Percy Jackson and the Olympians: the Ultimate Guide,Puffin,2010,Ficção Estrangeira,20,Inglês,Dura,390,19 x 15 cm,160
9780553580679,Thomas H. Cook,Places in the Dark,Bantam,2000,Ficção Estrangeira,10,Inglês,Comum,170,17 x 10 cm,282
ND,Irwin Shaw,Plantão da Noite,Record,1976,Ficção Estrangeira,10,Português,Comum,372,21 x 14 cm,328
9781402785306,Jane Austen,Pride and Prejudice,Splinter,2012,Ficção Estrangeira,20,Inglês,Comum,560,21 x 14 cm,412
9788511512748,Agatha Christie,Punição para a Inocência,Record,1987,Ficção Estrangeira,10,Português,Comum,192,18 x 13 cm,260
9788542207620,Cam Rogers,Quantum Break: Estado Zero,Planeta,2016,Ficção Estrangeira,10,Português,Comum,540,23 x 16 cm,384
9788501047250,Jean Dormesson,Quase Nada Sobre Quase Tudo,Record,1997,Ficção Estrangeira,10,Português,Comum,415,14 x 21 cm,356
9788500015106,Allan Massie,Rei Artur,Ediouro,2004,Ficção Estrangeira,10,Português,Comum,690,23 x 16 cm,444
ND,William Shakespeare,Romeu e Julieta,LDA,1988,Ficção Estrangeira,10,Português,Comum,90,18 x 13 cm,96
9788581635415,Gayle Forman,Se Eu Ficar,Novo Conceito,2014,Ficção Estrangeira,10,Português,Comum,326,23 x 16 cm,224
ND,Jorge Amado,Seara Vermelha,Record,1979,Ficção Estrangeira,10,Português,Dura,471,22 x 15 cm,336
9780312650056,Alyson Noel,Shadowland,St Margins,2010,Ficção Estrangeira,10,Inglês,Comum,372,21 x 14 cm,350
9780312978877,Carlton Smith,Shadows of Evil,St Margins,2001,Ficção Estrangeira,10,Inglês,Comum,170,17 x 10 cm,274
9780786207794,Dale Brown,Shadows of Steel,Thorndike Press,1996,Ficção Estrangeira,10,Inglês,Dura,732,22 x 14 cm,576
9780312648251,Alyson Noel,Shimmer,Square Fish,2011,Ficção Estrangeira,10,Inglês,Comum,230,21 x 14 cm,196
ND,Albert K. Ridout; Jesse Stuart,Short Stories For Discussion,Charles Scribners Sons,1968,Ficção Estrangeira,10,Português,Comum,575,20 x 14 cm,490
9788501080844,Cecily Von Ziegesar,Só Podia Ser Você. Gossip Girl. o Início,Galera Record,2009,Ficção Estrangeira,10,Português,Comum,649,23 x 16 cm,418
9780452283497,Augusta Trobaugh,Sophie and the Rising Sun,Plume,2002,Ficção Estrangeira,10,Inglês,Comum,220,20 x 13 cm,214
9788501080912,Meg Cabot,Sorte Ou Azar?,Galera Record,2008,Ficção Estrangeira,10,Português,Comum,378,21 x 14 cm,288
9783499421884,Friedhelm Werremeier,Taxi Nach Leipzig,Rowohlt,1973,Ficção Estrangeira,10,Alemão,Comum,102,19 x 11 cm,122
9781905654581,P. C. Cast; Kristin Cast,Tempted,Atom,2009,Ficção Estrangeira,10,Inglês,Comum,260,20 x 13 cm,320
9780440238157,Philip Pullman,The Amber Spyglass - His Dark Materials Book 3,Laurel-leaf,2007,Ficção Estrangeira,10,Inglês,Comum,273,17 x 11 cm,466
9781788280761,H. P. Lovecraft; H. G. Wells; Outros,The Classic Fantasy Fiction Collection,Arcturus,2017,Ficção Estrangeira,20,Inglês,Comum,1358,16 x 24 cm,928
9780307948199,Kate Alcott,The Dressmaker,Anchor,2012,Ficção Estrangeira,10,Inglês,Comum,330,21 x 14 cm,368
9780312595128,P. C. Cast; Kim Doner,The Fledgling Handbook 101,St Margins,2010,Ficção Estrangeira,10,Inglês,Comum,350,21 x 14 cm,158
9780307474568,Stieg Larsson,The Girl Who Played With Fire,Vintage,2009,Ficção Estrangeira,10,Inglês,Comum,375,17 x 10 cm,724
9780553385854,Gordon Dahlquist,The Glass Books of the Dream Eaters Volume One,Bantam,2009,Ficção Estrangeira,10,Inglês,Comum,404,21 x 14 cm,464
9780553385861,Gordon Dahlquist,The Glass Books of the Dream Eaters Volume Two,Bantam,2009,Ficção Estrangeira,10,Inglês,Comum,357,21 x 14 cm,416
9788578084837,Wilkie Collins,The Haunted House: a Mystery of Modern Venice,Difusão,2019,Ficção Estrangeira,10,Inglês,Comum,154,21 x 15 cm,80
9780553264302,Robert Ludlum,The Osterman Weekend,Bantam,1982,Ficção Estrangeira,10,Inglês,Comum,192,18 x 11 cm,336
9780751562804,Michael Robotham,The Other Wife,Sphere,2018,Ficção Estrangeira,10,Inglês,Comum,360,20 x 13 cm,456
9780752897851,Justin Cronin,The Passage,Orion,2010,Ficção Estrangeira,10,Inglês,Comum,106,23 x 15 cm,766
9780061134005,Jo Nesbo,The Redbreast,Harper,2012,Ficção Estrangeira,10,Inglês,Comum,482,20 x 13 cm,522
9780446610391,Nicholas Sparks,The Rescue,Grand Central,2011,Ficção Estrangeira,10,Inglês,Comum,237,17 x 11 cm,434
9780062194428,Pittacus Lore,The Rise of Nine,Harper,2012,Ficção Estrangeira,10,Inglês,Comum,415,21 x 14 cm,360
9781402201950,Warren Adler,The War of the Roses,Sourcebooks,2004,Ficção Estrangeira,10,Inglês,Comum,390,21 x 14 cm,278
ND,Collen Mccullough,Tim,Círculo do Livro,1984,Ficção Estrangeira,10,Português,Dura,438,21 x 13 cm,256
9780425188132,Stece Perry; Larry Segriff,Tom Clancys Net Force State of War,Berkley,2003,Ficção Estrangeira,10,Inglês,Comum,210,17 x 11 cm,372
9782290016305,Arthur Conan Doyle,Treize Enquêtes Élémentaires de Sherlock Holmes,Librio,2009,Ficção Estrangeira,10,Francês,Comum,320,20 x 13 cm,348
9780747571308,Mark Salzman,True Notebooks,Bloomsbury,2004,Ficção Estrangeira,10,Inglês,Dura,590,22 x 14 cm,372
ND,Jacqueline Briskin,Tudo e Muito Mais,Nova Cultural,1987,Ficção Estrangeira,10,Português,Comum,411,19 x 12 cm,536
ND,Agatha Christie,Um Destino Ignorado,Círculo do Livro,1984,Ficção Estrangeira,10,Português,Dura,364,21 x 13 cm,212
9788580570458,David Nicholls,Um Dia,Intrinseca,2011,Ficção Estrangeira,10,Português,Comum,588,23 x 16 cm,418
ND,Sidney Sheldon,Um Estranho no Espelho,Circulo do Livro,1976,Ficção Estrangeira,10,Português,Comum,380,20 x 13 cm,298
ND,Piers Paul Read,Um Homem Casado,Nova Cultural,1986,Ficção Estrangeira,10,Português,Comum,265,19 x 12 cm,326
9788501115782,Catherine Steadman,Um Mar de Segredos,Record,2020,Ficção Estrangeira,10,Português,Comum,530,23 x 16 cm,376
9788565530293,Sylvia Day,Um Toque de Vermelho,Paralela,2013,Ficção Estrangeira,10,Português,Comum,440,23 x 16 cm,304
9780312379834,P. C. Cast; Kristin Cast,Untamed,St Margins,2008,Ficção Estrangeira,10,Inglês,Comum,340,21 x 14 cm,338
ND,Julio Verne; Carlos Heitor Cony,Viagem ao Centro da Terra,Edicoes de Ouro,1971,Ficção Estrangeira,12,Português,Comum,114,16 x 11 cm,144
9788562409240,J. Sterling,Virando o Jogo,Faro Editorial,2014,Ficção Estrangeira,10,Português,Comum,480,23 x 16 cm,278
9780425203002,Nora Roberts,Visions in Death,Berkley,2005,Ficção Estrangeira,10,Inglês,Comum,200,17 x 10 cm,372
9780140098389,Roberta Smoodin,White Horse Cafe,Penguin,1998,Ficção Estrangeira,10,Inglês,Comum,220,19 x 12 cm,250
9781594746376,Ian Doescher,William Shakespeares Star Wars,Quirk Books,2013,Ficção Estrangeira,10,Inglês,Dura,320,21 x 14 cm,174
9788581932507,Kant,Crítica da Razão Prática (Coleção Folha Grandes Nomes do Pensamento Vol. 8),Folha de S.Paulo,2015,Filosofia,10,Português,Dura,499,24 x 16 cm,240
9788581932484,Foucault,Gênese e Estutura da Antropolia de Kant; A Ordem do Discurso (Coleção Folha Grandes Nomes do Pensamento Vol. 6),Folha de S.Paulo,2015,Filosofia,10,Português,Dura,311,24 x 16 cm,112
9788581932514,Platão,Menôn (Coleção Folha Grandes Nomes do Pensamento Vol. 9),Folha de S.Paulo,2015,Filosofia,10,Português,Dura,304,24 x 16 cm,112
9788581932538,Tocqueville,O Antigo Regime e a Revolução (Coleção Folha Grandes Nomes do Pensamento Vol. 11),Folha de S.Paulo,2015,Filosofia,10,Português,Dura,473,24 x 16 cm,224
9788581932521,Pascal,Pensamentos (Coleção Folha Grandes Nomes do Pensamento Vol. 10),Folha de S.Paulo,2015,Filosofia,10,Português,Dura,705,24 x 16 cm,384
9788581932491,Santo Agostinho,Sobre a Potencialidade da Alma (Coleção Folha Grandes Nomes do Pensamento Vol. 7),Folha de S.Paulo,2015,Filosofia,10,Português,Dura,383,24 x 16 cm,160
9788581932453,Voltaire,Tratado sobre a Tolerância (Coleção Folha Grandes Nomes do Pensamento Vol. 3),Folha de S.Paulo,2015,Filosofia,10,Português,Dura,357,24 x 16 cm,144
9788555460012,Nigel Cawthorne,100 Tiranos,Ediouro,2015,História,10,Português,Comum,342,24 x 17 cm,130
9788670606099,Marco Antonio Villa,1932: Imagens de uma Revolução ,Imprensa Oficial SP,2008,História,80,Português,Comum,1251,30 x 23 cm,208
9788526235922,Mary Del Priore,500 Anos de Brasil: Histórias e Reflexões,Scipione,1999,História,10,Português,Comum,204,21 x 14 cm,152
9788578161163,Margarida Cintra Gordinho; Outros,A Caminho do Oeste Volume 3,Terceiro Nome,2013,História,20,Português,Comum,1388,25 x 23 cm,288
9788511020359,Ladislau Dowbor,A Formação do 3o Mundo (Coleção Tudo é História Vol. 35),Brasiliense,1988,História,10,Português,Comum,105,16 x 11 cm,112
9788534801560,Marc Ferro,A Manipulação da História no Ensino e nos Meios de Comunicação,IBRASA,1983,História,40,Português,Comum,391,21 x 14 cm,306
9788570567628,Ana Cláudia Fonseca Brefe,As Cidades Brasileiras no Pós-Guerra,Atual,1995,História,10,Português,Comum,161,27 x 21 cm,40
9788516003869,Júlio José Chiavenato,As Lutas do Povo Brasileiro: Do “Descobrimento” a Canudos (Coleção Polêmica),Moderna,1988,História,10,Português,Comum,162,21 x 14 cm,120
9788500010095,Fernando Gelfuso; Lafayette Tourinho Neto,As Tensões no Oriente Médio e a Guerra no Afeganistão,Ediouro,2002,História,10,Português,Comum,170,24 x 17 cm,88
9788588386914,Marco Haurélio,Breve História da Literatura de Cordel,Claridade,2010,História,10,Português,Comum,140,18 x 12 cm,112
9788508025657,Antonio Augusto da Costa Faria; Marcos de Sant’Anna,Caravelas no Novo Mundo,Atica,1993,História,10,Português,Comum,124,27 x 20 cm,32
ND,Marco Morel,Cipriano Barata (Coleção Encanto Radical Vol. 76),Brasiliense,1986,História,10,Português,Comum,90,16 x 11 cm,92
9788570563514,Francisco Fernando Monteolive; José Dantas Filho,De Getúlio a Getúlio: O Brasil de Dutra a Vargas (Coleção História em Documentos),Atual,1991,História,10,Português,Comum,135,21 x 14 cm,90
ND,Prefeitura Municipal De Santo André,De Todos os Lugares: Histórias de Migrantes,Museu de Santo André,2000,História,10,Português,Comum,165,21 x 14 cm,96
9788501101204,Marco Antonio Villa,Década Perdida: Dez Anos de PT no Poder,Record,2014,História,10,Português,Comum,444,23 x 16 cm,280
9788504018295,John Dickie,Delizia!: A História dos Italianos e sua Comida,Nacional,2013,História,80,Português,Comum,877,24 x 17 cm,328
ND,Moniz Bandeira,Do ideal Socialista ao Socialismo Real: A unificação da Alemanha,Ensaio,1992,História,10,Português,Comum,247,21 x 14 cm,184
9788570563804,Elsa Gonçalves Avancini,Doce Inferno: Açúcar – Guerra e Escravidão no Brasil Holandês (1580-1564),Atual,1991,História,10,Português,Comum,152,21 x 14 cm,98
9788571532342,Flávio Berutti; Adhemar Marques,Ensinar e Aprender História,RHJ,2009,História,10,Português,Comum,358,22 x 16 cm,188
9788570560018,Raymundo Carlos Bandeira Campos,Estudos de História: Antiga e Medieval,Atual,1988,História,10,Português,Comum,380,24 x 17 cm,250
9788441323131,Luigi Franco; Giovanni Zuanazzi; Outros,Grande História Universal: Época Napoleônica,Folio,2007,História,20,Português,Dura,981,29 x 25 cm,126
9788441323094,Luigi Franco; Giovanni Zuanazzi; Outros,Grande História Universal: Fim da Idade Média,Folio,2007,História,20,Português,Dura,952,29 x 25 cm,122
9788441323124,Luigi Franco; Giovanni Zuanazzi; Outros,Grande História Universal: O Absolutismo,Folio,2007,História,20,Português,Dura,965,29 x 25 cm,122
9788441323148,Luigi Franco; Giovanni Zuanazzi; Outros,Grande História Universal: O Século XIX,Folio,2007,História,20,Português,Dura,963,29 x 25 cm,122
ND,Marcelo Grondin,"Haiti: Cultura, Poder e Desenvolvimento (Coleção Tudo é História Vol. 104)",Brasiliense,1985,História,10,Português,Comum,105,16 x 11 cm,102
ND,Raymundo Carlos Bandeira Campos,História da América,Atual,1982,História,10,Português,Comum,402,24 x 17 cm,234
9788585134433,Jaime Pinsky (org.),História da América Através de Textos (Coleção Textos em Documentos Vol. 4),Contexto,1991,História,10,Português,Comum,209,21 x 14 cm,176
ND,José Jobson de A. Arruda,História Moderna e Contempoânea,Atica,1984,História,10,Português,Comum,620,22 x 15 cm,488
ND,Leôncio Basbaum,História Sincera da República,Alfa-Omega,1976,História,10,Português,Comum,290,21 x 14 cm,218
9788574720258,Maria Luiza Andreazza; Sérgio Odilon Nadalin,Imigrantes no Brasil: Colonos e Povoadores (Coleção Revisitando a História),Nova Didática,2000,História,10,Português,Comum,190,27 x 20 cm,44
9788564529564,Tim Dedopulos,"Jogos Medievais: Mais de 60 Enigmas Ambientados na Idade Média, para Desenvolver o Racicínio Lógico",Escala,2013,História,10,Português,Comum,251,24 x 17 cm,112
9788494135361,Fuat Sezgin,Navegantes Mulçulmanos Descobrem o Continente Americano antes de Cristovão Colombo,CST,2017,História,10,Português,Comum,284,22 x 22 cm,72
9788570562883,Marly Rodrigues,O Brasil da Abertura: de 1974 à Constituinte (Coleção História em Documentos),Atual,1990,História,10,Português,Comum,143,21 x 14 cm,90
9788516002367,Paul Singer,"O Capitalismo: Sua Evolução, sua Lógica e sua Dinâmica (Coleção Polêmica)",Moderna,1987,História,10,Português,Comum,124,21 x 14 cm,88
9788516010164,José Chiavenato,O Golpe de 64 e a Ditadura Militar (Coleção Polêmica),Moderna,1994,História,10,Português,Comum,191,21 x 14 cm,136
9788500017766,Roberto Carvalho de Magalhães,O Grande Livro da Arte,Ediouro,2005,História,80,Português,Dura,1131,16 x 12 cm,976
ND,Berta G. Ribeiro,O Índio na História do Brasil,Global,1983,História,10,Português,Comum,252,23 x 16 cm,128
9788538900504,Imke Martens,O Maravilhoso Mundo das Descobertas da Antiguidade ao Século XX,Escala,2009,História,10,Português,Comum,207,21 x 14 cm,128
9788572630375,Edson Alberto Carvalho Ferreira,O Mundo Contemporâneo: As Grandes Mudanças Geopolíticas e Econômicas Ocorridas Após a Segunda Guerra Mundial,Núcleo,1993,História,10,Português,Comum,273,23 x 16 cm,172
9788516004927,Nelson Bacic Olic,Oriente Médio: Um Região de Conflitos (Coleção Polêmica),Moderna,1991,História,10,Português,Comum,132,21 x 14 cm,80
9788508017652,Mustafa Yazbek; Milton Rodrigues Alves,Os Bandeirantes,Atica,1995,História,10,Português,Comum,131,27 x 20 cm,32
9788508145461,Mustafa Yazbek; Milton Rodrigues Alves,Os Bandeirantes,Atica,2010,História,10,Português,Comum,136,27 x 20 cm,40
9788570569769,Egon Heck; Benedito Prezia,Povos Indígenas: Terra é Vida,Atual,1999,História,10,Português,Comum,155,24 x 17 cm,80
ND,Otaviano A. Gaiarsa,"Santo André: Ontem, Hoje, Amanhã",Prefeitura Municipal De Santo André,1991,História,10,Português,Comum,527,22 x 16 cm,362
ND,Alfredo Oscar Salun,Zé Carioca vai à Guerra: Histórias e Memórias sobre a FEB,Edições Pulsar,2004,História,10,Português,Comum,177,21 x 14 cm,120
9786586682007,Alexandre Lince; Ulisses Cintrinitti,Awen: Lendas de Paranapiacaba: Origens,Do Autor,2021,HQs,30,Português,Comum,242,21 x 16 cm,128
9788589961134,Bob Kane; Bill Finger; Dick Sprang; Outros,Batman vs Coringa: Através das Décadas,Opera Graphica,2003,HQs,10,Português,Comum,191,23 x 16 cm,98
ND,J.M. DeMatteis; Kent Williams,Blood: Uma História de Sangue #1,Abril,1990,HQs,10,Português,Comum,85,26 x 17 cm,50
ND,J.M. DeMatteis; Kent Williams,Blood: Uma História de Sangue #2,Abril,1990,HQs,10,Português,Comum,86,26 x 17 cm,50
ND,J.M. DeMatteis; Kent Williams,Blood: Uma História de Sangue #3,Abril,1991,HQs,10,Português,Comum,85,26 x 17 cm,50
ND,J.M. DeMatteis; Kent Williams,Blood: Uma História de Sangue #4,Abril,1991,HQs,10,Português,Comum,86,26 x 17 cm,50
9788586932090,Jeff Smith,Bone 2,Via Lettera,2006,HQs,10,Português,Comum,189,26 x 17 cm,72
ND,Walt Disney,Classici N. 338: Le Storie Piu Belle,Disney,2005,HQs,20,Italiano,Comum,185,18 x 12 cm,242
9788586932335,Alan Moore; Eddie Campbell,Do Inferno 2,Via Lettera,2000,HQs,25,Português,Comum,309,26 x 17 cm,136
9788586932557,Alan Moore; Eddie Campbell,Do Inferno 3,Via Lettera,2001,HQs,30,Português,Comum,364,26 x 17 cm,160
9788586932564,Alan Moore; Eddie Campbell,Do Inferno 4,Via Lettera,2001,HQs,20,Português,Comum,282,26 x 17 cm,120
9786500515046,Benicio Targas; Fernando Silva; Everton Alves; Davi Sena,Do vírus ao Caos,Incendiário,2023,HQs,30,Português,Comum,300,26 x 17 cm,120
9786500812725,Nando Motta; Jay Vaquer,Estrela de um Céu Nublado,Do Autor,2023,HQs,50,Português,Comum,190,30 x 21 cm,46
9788577750610,Warren Ellis; Ben Templesmith,Fell Volume 1 Cidade Brutal,Landscape,2008,HQs,15,Português,Comum,321,24 x 16 cm,152
ND,Murray Ball,Footrot Flats #4,Titan,1992,HQs,50,Inglês,Comum,146,15 x 23 cm,78
ND,Murray Ball,Footrot Flats #7,In Print,1982,HQs,50,Inglês,Comum,159,17 x 27 cm,80
ND,Brian Azzarello; Marcelo Frusin,Hellblazer #156,Vertigo,2001,HQs,10,Inglês,Comum,68,26 x 17 cm,32
ND,Brian Azzarello; Marcelo Frusin,Hellblazer #157,Vertigo,2001,HQs,10,Inglês,Comum,68,26 x 17 cm,32
ND,Brian Azzarello; Marcelo Frusin,Hellblazer #158,Vertigo,2001,HQs,10,Inglês,Comum,67,26 x 17 cm,32
ND,Brian Azzarello; Marcelo Frusin,Hellblazer #159,Vertigo,2001,HQs,10,Inglês,Comum,68,26 x 17 cm,32
ND,Brian Azzarello; Marcelo Frusin,Hellblazer #160,Vertigo,2001,HQs,10,Inglês,Comum,68,26 x 17 cm,32
ND,Brian Azzarello; Marcelo Frusin,Hellblazer #161,Vertigo,2001,HQs,10,Inglês,Comum,68,26 x 17 cm,32
ND,Mike Carey; Marcelo Frusin,Hellblazer #175,Vertigo,2002,HQs,10,Inglês,Comum,74,26 x 17 cm,32
ND,Mike Carey; Marcelo Frusin,Hellblazer #176,Vertigo,2002,HQs,10,Inglês,Comum,74,26 x 17 cm,32
ND,Mike Carey; Marcelo Frusin,Hellblazer #177,Vertigo,2002,HQs,10,Inglês,Comum,73,26 x 17 cm,32
ND,Mike Carey; Marcelo Frusin,Hellblazer #178,Vertigo,2003,HQs,10,Inglês,Comum,79,26 x 17 cm,32
ND,Mike Carey; Marcelo Frusin,Hellblazer #179,Vertigo,2003,HQs,10,Inglês,Comum,78,26 x 17 cm,32
ND,Mike Carey; Marcelo Frusin,Hellblazer #180,Vertigo,2003,HQs,10,Inglês,Comum,74,26 x 17 cm,32
ND,Mike Carey; Marcelo Frusin,Hellblazer #184,Vertigo,2003,HQs,10,Inglês,Comum,73,26 x 17 cm,32
ND,Mike Carey; Marcelo Frusin,Hellblazer #185,Vertigo,2003,HQs,10,Inglês,Comum,74,26 x 17 cm,32
ND,Mike Carey; Marcelo Frusin,Hellblazer #186,Vertigo,2003,HQs,10,Inglês,Comum,73,26 x 17 cm,32
ND,Mike Carey; Marcelo Frusin,Hellblazer #187,Vertigo,2003,HQs,10,Inglês,Comum,74,26 x 17 cm,32
ND,Mike Carey; Marcelo Frusin,Hellblazer #188,Vertigo,2003,HQs,10,Inglês,Comum,73,26 x 17 cm,32
ND,Mike Carey; Marcelo Frusin,Hellblazer #189,Vertigo,2003,HQs,10,Inglês,Comum,79,26 x 17 cm,32
ND,Mike Carey; Marcelo Frusin,Hellblazer #190,Vertigo,2004,HQs,10,Inglês,Comum,83,26 x 17 cm,32
ND,Mike Carey; Marcelo Frusin,Hellblazer #197,Vertigo,2004,HQs,10,Inglês,Comum,73,26 x 17 cm,32
ND,Mike Carey; Marcelo Frusin,Hellblazer #198,Vertigo,2004,HQs,10,Inglês,Comum,74,26 x 17 cm,32
ND,Jamie Delano; Richard Piers Rayner,Hellblazer Especial #1,Tudo Em Quadrinhos,1999,HQs,10,Português,Comum,90,26 x 17 cm,58
ND,Jamie Delano; Richard Piers Rayner,Hellblazer Especial #2,Tudo Em Quadrinhos,1999,HQs,10,Português,Comum,82,26 x 17 cm,48
ND,Jamie Delano; Richard Piers Rayner,Hellblazer Especial #3,Tudo Em Quadrinhos,1999,HQs,10,Português,Comum,80,26 x 17 cm,48
ND,Chris Claremont; J.H. Williams III,Homem-Aranha Gen 13,Abril,1998,HQs,10,Português,Comum,81,26 x 17 cm,48
ND,Jamie Delano; Richard Piers Rayner,John Constantine: Hellblazer #02,Metal Pesado,1998,HQs,10,Português,Comum,90,26 x 17 cm,48
ND,Jamie Delano; Richard Piers Rayner,John Constantine: Hellblazer #03,Metal Pesado,1998,HQs,10,Português,Comum,84,26 x 17 cm,48
ND,Jamie Delano; Richard Piers Rayner,John Constantine: Hellblazer #04,Metal Pesado,1998,HQs,10,Português,Comum,85,26 x 17 cm,48
ND,Jamie Delano; Richard Piers Rayner,John Constantine: Hellblazer #05,Metal Pesado,1998,HQs,10,Português,Comum,86,26 x 17 cm,48
ND,Jamie Delano; Richard Piers Rayner,John Constantine: Hellblazer #06,Metal Pesado,1998,HQs,10,Português,Comum,102,26 x 17 cm,64
ND,Jamie Delano; Richard Piers Rayner,John Constantine: Hellblazer #07,Tudo Em Quadrinhos,1999,HQs,10,Português,Comum,90,26 x 17 cm,48
ND,Jamie Delano; Richard Piers Rayner,John Constantine: Hellblazer #08,Tudo Em Quadrinhos,1999,HQs,10,Português,Comum,82,26 x 17 cm,48
ND,Jamie Delano; Richard Piers Rayner,John Constantine: Hellblazer #09,Tudo Em Quadrinhos,1999,HQs,10,Português,Comum,81,26 x 17 cm,48
ND,Garth Ennis; John Higgins,John Constantine: Hellblazer #10,Tudo Em Quadrinhos,1999,HQs,10,Português,Comum,81,26 x 17 cm,48
ND,Garth Ennis; John Higgins,John Constantine: Hellblazer #11,Tudo Em Quadrinhos,1999,HQs,10,Português,Comum,80,26 x 17 cm,48
ND,Garth Ennis; John Higgins,John Constantine: Hellblazer #12,Tudo Em Quadrinhos,1999,HQs,10,Português,Comum,81,26 x 17 cm,48
ND,Garth Ennis; John Higgins,John Constantine: Hellblazer #13,Tudo Em Quadrinhos,1999,HQs,10,Português,Comum,82,26 x 17 cm,48
ND,Jamie Delano; Richard Piers Rayner,John Constantine: Hellblazer #14,Atitude,1999,HQs,10,Português,Comum,81,26 x 17 cm,48
ND,Jamie Delano; Richard Piers Rayner,John Constantine: Hellblazer #15,Atitude,1999,HQs,10,Português,Comum,81,26 x 17 cm,48
ND,Malika; Eunuquis: Romahs,Khalil #01,Dois Traços,2018,HQs,10,Português,Comum,70,21 x 15 cm,30
ND,Malika; Eunuquis: Romahs,Khalil #02,Dois Traços,2019,HQs,10,Português,Comum,64,21 x 15 cm,30
ND,Malika; Eunuquis: Romahs,Khalil #03,Dois Traços,2019,HQs,10,Português,Comum,63,21 x 15 cm,30
ND,Malika; Eunuquis: Romahs,Khalil #04,Dois Traços,2019,HQs,10,Português,Comum,64,21 x 15 cm,30
ND,Malika; Eunuquis: Romahs,Khalil #05,Dois Traços,2020,HQs,10,Português,Comum,63,21 x 15 cm,30
ND,Malika; Eunuquis: Romahs,Khalil #06,Dois Traços,2020,HQs,10,Português,Comum,64,21 x 15 cm,30
ND,Malika; Eunuquis: Romahs,Khalil #07,Dois Traços,2021,HQs,10,Português,Comum,64,21 x 15 cm,30
ND,Malika; Eunuquis: Romahs,Khalil #08,Dois Traços,2021,HQs,10,Português,Comum,63,21 x 15 cm,30
9788587328076,Klévisson,Lampião… Era o Cavalo do Tempo Atrás de Besta da Vida,Hedra,1999,HQs,10,Português,Comum,185,27 x 20 cm,56
9788575322857,John Stanley; Irving Tripp,Luluzinha: O Clube da Lulu,Devir,2007,HQs,40,Português,Comum,240,24 x 16 cm,104
ND,Steven T. Seagle; Teddy Kristiansen,Mansão dos Segredos #1,Metal Pesado,1998,HQs,15,Português,Comum,67,26 x 17 cm,36
ND,Steven T. Seagle; Teddy Kristiansen,Mansão dos Segredos #2,Metal Pesado,1998,HQs,15,Português,Comum,63,26 x 17 cm,36
ND,Steven T. Seagle; Teddy Kristiansen,Mansão dos Segredos #3,Metal Pesado,1998,HQs,15,Português,Comum,61,26 x 17 cm,36
ND,Steven T. Seagle; Teddy Kristiansen,Mansão dos Segredos #4,Metal Pesado,1998,HQs,15,Português,Comum,69,26 x 17 cm,36
